win_start	length	num_snp	num_missing num_indel	theta	pi
101800	600	4	0	0.0018062866405592877	0.0012794808209782092
102000	600	2	0	0.0009031433202796439	0.0007396058957155687
102200	599	2	1	0.0009046510720664212	0.00029070727759241517
102400	599	2	1	0.0009046510720664212	0.00029104571402112725
102600	599	5	1	0.002261627680166053	0.0008588170785685501
102800	600	4	0	0.0018062866405592877	0.0007122882920909618
103000	600	3	0	0.0013547149804194658	0.0005665349143610014
103200	600	0	0	0.0	0.0
103400	600	0	0	0.0	0.0
103600	600	0	0	0.0	0.0
103800	600	0	0	0.0	0.0
104000	600	0	0	0.0	0.0
104200	600	0	0	0.0	0.0
104400	600	2	0	0.0009031433202796439	0.00042160737812911727
104600	600	2	0	0.0009031433202796439	0.00042160737812911727
104800	600	2	0	0.0009031433202796439	0.00042160737812911727
105000	600	1	0	0.00045157166013982193	0.00014492753623188405
105200	600	2	0	0.0009031433202796439	0.0002898550724637681
105400	600	2	0	0.0009031433202796439	0.0002898550724637681
105600	600	1	0	0.00045157166013982193	0.00014492753623188405
105800	600	0	0	0.0	0.0
106000	600	4	0	0.0018062866405592877	0.0005807200929152149
106200	600	5	0	0.0022578583006991094	0.0007259001161440186
106400	600	5	0	0.0022578583006991094	0.000725268349289237
106600	600	1	0	0.00045157166013982193	0.00014492753623188405
106800	600	0	0	0.0	0.0
107000	600	0	0	0.0	0.0
107200	600	0	0	0.0	0.0
107400	600	0	0	0.0	0.0
107600	600	0	0	0.0	0.0
107800	600	1	0	0.00045157166013982193	0.0002766798418972332
108000	600	1	0	0.00045157166013982193	0.0002766798418972332
108200	600	1	0	0.00045157166013982193	0.0002766798418972332
108400	600	0	0	0.0	0.0
108600	600	0	0	0.0	0.0
108800	600	0	0	0.0	0.0
109000	600	0	0	0.0	0.0
109200	600	0	0	0.0	0.0
109400	600	0	0	0.0	0.0
109600	600	1	0	0.00045157166013982193	0.00014492753623188405
109800	600	1	0	0.00045157166013982193	0.00014492753623188405
110000	600	1	0	0.00045157166013982193	0.00014492753623188405
110200	600	1	0	0.00045157166013982193	0.00014492753623188405
110400	600	12	0	0.005418859921677863	0.004782608695652174
110600	600	13	0	0.005870431581817685	0.004927536231884058
110800	600	12	0	0.005418859921677863	0.004782608695652174
111000	600	4	0	0.0018062866405592877	0.0021258220952634025
111200	600	17	0	0.007676718222376972	0.006935797014125996
111400	600	27	0	0.01219243482377519	0.009640490058244628
111600	600	29	0	0.013095578144054834	0.009612320764737121
111800	600	23	0	0.010386148183215902	0.006926029999604227
112000	600	17	0	0.007676718222376972	0.004841624780675717
112200	600	18	0	0.008128289882516794	0.0036938826664555877
112400	600	14	0	0.006322003241957507	0.002621870882740448
112600	600	12	0	0.005418859921677863	0.0023320158102766797
112800	600	11	0	0.004967288261538041	0.002318840579710145
113000	600	11	0	0.004967288261538041	0.002766798418972332
113200	600	13	0	0.005870431581817685	0.0030566534914361
113400	599	14	1	0.006332557504464948	0.0034643024785629755
113600	586	17	14	0.007860121046802362	0.004012261580381472
113800	561	30	39	0.014488930271865944	0.009180658643799092
114000	562	28	38	0.013498939306670833	0.00884160586565072
114200	555	28	45	0.013669196198827041	0.008495057288861066
114400	568	20	32	0.009540246340982153	0.006293917316894426
114600	561	31	39	0.014971894614261474	0.008953090320881766
114800	581	28	19	0.013057493787175573	0.007547820836298549
115000	588	26	12	0.011980472615954458	0.00672576766038369
115200	580	15	20	0.007007146450445512	0.0043101673278335235
115400	580	14	20	0.0065400033537491445	0.0052435793606127575
115600	585	12	15	0.005557805047874731	0.0036350123306645044
115800	600	13	0	0.005870431581817685	0.0034387351778656125
116000	553	15	47	0.00734926752487956	0.003330736407236132
116200	509	15	91	0.007984567664554808	0.0037150332376909884
116400	505	25	95	0.013413019608113523	0.007898082942097026
116600	552	26	48	0.012761807786560185	0.007475163286991284
116800	596	22	4	0.01000125153329807	0.005784760939347862
117000	600	9	0	0.004064144941258397	0.002048748353096179
117200	600	5	0	0.0022578583006991094	0.0008563899868247694
117400	600	4	0	0.0018062866405592877	0.0007114624505928853
117600	600	2	0	0.0009031433202796439	0.0002898550724637681
117800	600	9	0	0.004064144941258397	0.0022595520421607377
118000	600	12	0	0.005418859921677863	0.002831047817651484
118200	600	13	0	0.005870431581817685	0.002976661914567823
118400	600	11	0	0.004967288261538041	0.0022873194221508827
118600	599	16	1	0.00723720857653137	0.003488286454602061
118800	599	22	1	0.009951161792730633	0.004987314147236225
119000	599	22	1	0.009951161792730633	0.004693368788432774
119200	600	16	0	0.007225146562237151	0.0032150291009850583
119400	600	10	0	0.004515716601398219	0.0017301496811486603
119600	600	8	0	0.0036125732811185755	0.0022002635046113306
119800	576	12	24	0.005644645751747774	0.0038339456996603623
120000	536	18	64	0.009098831958041188	0.006524206459565704
120200	536	14	64	0.007076869300698702	0.005081064016896793
120400	560	10	40	0.004838267787212377	0.0033932957562506213
120600	594	6	6	0.0027367979402413453	0.00150383944850348
120800	594	7	6	0.003192930930281569	0.002342263211828429
121000	594	10	6	0.004561329900402242	0.0033403867395962257
121200	600	10	0	0.004515716601398219	0.0038267157541928927
121400	599	23	1	0.010403487328763844	0.00653967994996669
121600	588	25	12	0.011519685207648518	0.00652720708984957
121800	588	34	12	0.015666771882401984	0.007090327016159834
122000	582	37	18	0.017224898376467433	0.007394602900220878
122200	585	38	15	0.01759971598493665	0.008884885458677093
122400	573	32	27	0.015131196988978326	0.008468116945324355
122600	580	15	20	0.007007146450445512	0.004063478117621218
122800	588	9	12	0.004147086674753466	0.0014758448873483535
123000	600	8	0	0.0036125732811185755	0.0015415019762845849
123200	600	14	0	0.006322003241957507	0.003201581027667984
123400	600	16	0	0.007225146562237151	0.003847167325428195
123600	600	16	0	0.007225146562237151	0.004123847167325429
123800	600	13	0	0.005870431581817685	0.0036100131752305666
124000	600	11	0	0.004967288261538041	0.0034914361001317524
124200	600	7	0	0.0031610016209787533	0.0023847167325428196
124400	595	6	5	0.002732198279837578	0.001992892018467466
124600	584	14	16	0.006495208810230315	0.004266275876709421
124800	584	20	16	0.009278869728900449	0.005882679779416871
125000	589	24	11	0.011040122081516869	0.00813097688764656
125200	600	20	0	0.009031433202796438	0.006049962271206587
125400	600	19	0	0.008579861542656617	0.005981554677206851
125600	600	17	0	0.007676718222376972	0.005125164690382082
125800	600	17	0	0.007676718222376972	0.006263681198407047
126000	600	18	0	0.008128289882516794	0.006501041749083524
126200	600	20	0	0.009031433202796438	0.005670279821715853
126400	600	24	0	0.010837719843355726	0.004966658092090943
126600	600	25	0	0.011289291503495547	0.004650058373073194
126800	600	27	0	0.01219243482377519	0.0057977323545125355
127000	600	25	0	0.011289291503495547	0.006469038208168643
127200	564	28	36	0.013451070727569164	0.00922266139657444
127400	564	31	36	0.014892256876951573	0.009068483166540521
127600	564	29	36	0.013931466110696632	0.007877105934460235
127800	600	24	0	0.010837719843355726	0.005006587615283268
128000	600	18	0	0.008128289882516794	0.00425247675356798
128200	600	17	0	0.007676718222376972	0.004927053159266167
128400	600	15	0	0.006773574902097329	0.00486091821753105
128600	600	16	0	0.007225146562237151	0.006600790513833992
128800	594	21	6	0.009578792790844707	0.007738358904146364
129000	594	26	6	0.011859457741045827	0.009174619793554276
129200	594	30	6	0.013683989701206723	0.008409508852467818
129400	600	25	0	0.011289291503495547	0.006375961890802492
129600	600	21	0	0.00948300486293626	0.0048478624727432765
129800	600	14	0	0.006322003241957507	0.003354160692970933
130000	600	14	0	0.006322003241957507	0.0034681013793285333
130200	585	12	15	0.005557805047874731	0.002783689740211479
130400	555	12	45	0.0058582269423544464	0.002313145663922781
130600	555	10	45	0.004881855785295372	0.0033724162076036552
130800	570	7	30	0.003327370127346056	0.002685142674290802
131000	600	5	0	0.0022578583006991094	0.002254598193684488
131200	600	13	0	0.005870431581817685	0.004927536231884058
131400	600	13	0	0.005870431581817685	0.004927536231884058
131600	600	11	0	0.004967288261538041	0.00463768115942029
131800	600	1	0	0.00045157166013982193	0.00014492753623188405
132000	600	1	0	0.00045157166013982193	0.00014492753623188405
132200	600	1	0	0.00045157166013982193	0.00014492753623188405
132400	600	0	0	0.0	0.0
132600	600	0	0	0.0	0.0
132800	600	0	0	0.0	0.0
133000	600	0	0	0.0	0.0
133200	600	0	0	0.0	0.0
133400	600	0	0	0.0	0.0
133600	600	0	0	0.0	0.0
133800	600	1	0	0.00045157166013982193	0.0002766798418972332
134000	600	1	0	0.00045157166013982193	0.0002766798418972332
134200	600	1	0	0.00045157166013982193	0.0002766798418972332
134400	600	0	0	0.0	0.0
134600	600	0	0	0.0	0.0
134800	600	0	0	0.0	0.0
135000	600	0	0	0.0	0.0
135200	600	0	0	0.0	0.0
135400	600	3	0	0.0013547149804194658	0.0004351610095735422
135600	600	5	0	0.0022578583006991094	0.000725268349289237
135800	600	5	0	0.0022578583006991094	0.0007259001161440186
136000	600	2	0	0.0009031433202796439	0.0002901073397156948
136200	600	0	0	0.0	0.0
136400	600	1	0	0.00045157166013982193	0.00014492753623188405
136600	600	2	0	0.0009031433202796439	0.0002898550724637681
136800	600	2	0	0.0009031433202796439	0.0002898550724637681
137000	600	3	0	0.0013547149804194658	0.0005665349143610014
137200	600	2	0	0.0009031433202796439	0.00042160737812911727
137400	600	2	0	0.0009031433202796439	0.00042160737812911727
137600	600	0	0	0.0	0.0
137800	600	0	0	0.0	0.0
138000	600	0	0	0.0	0.0
138200	600	0	0	0.0	0.0
138400	600	0	0	0.0	0.0
138600	600	0	0	0.0	0.0
138800	600	0	0	0.0	0.0
139000	600	3	0	0.0013547149804194658	0.0005665349143610014
139200	600	4	0	0.0018062866405592877	0.0007122882920909618
139400	599	5	1	0.002261627680166053	0.0008592825651567529
139600	599	3	1	0.0013569766080996318	0.0004365685710316909
139800	599	2	1	0.0009046510720664212	0.00029070727759241517
140000	600	3	0	0.0013547149804194658	0.0008514064706891773
140200	600	3	0	0.0013547149804194658	0.0011014087479554687
140400	600	4	0	0.0018062866405592877	0.0012465045111591832
140600	600	4	0	0.0018062866405592877	0.0015415019762845849
140800	600	4	0	0.0018062866405592877	0.0012911725955204215
141000	600	3	0	0.0013547149804194658	0.0011462450592885376
141200	592	3	8	0.0013730219396143235	0.0007077235338104903
141400	592	3	8	0.0013730219396143235	0.0007077235338104903
141600	592	3	8	0.0013730219396143235	0.0007077235338104903
141800	600	2	0	0.0009031433202796439	0.00028989708653428034
142000	597	1	3	0.0004538408644621326	0.00014567703401558745
142200	597	3	3	0.0013615225933863977	0.0004370311020467623
142400	597	2	3	0.0009076817289242652	0.0002913116306168524
142600	600	2	0	0.0009031433202796439	0.0002898550724637681
142800	600	1	0	0.00045157166013982193	0.0002766798418972332
143000	600	1	0	0.00045157166013982193	0.0002766798418972332
143200	600	2	0	0.0009031433202796439	0.000872035409922706
143400	593	2	7	0.0009138043712778858	0.0013502764055909465
143600	593	3	7	0.0013707065569168286	0.001631026945367282
143800	593	2	7	0.0009138043712778858	0.0010264682161448787
144000	600	1	0	0.00045157166013982193	0.0002766798418972332
144200	600	0	0	0.0	0.0
144400	600	1	0	0.00045157166013982193	0.00014492753623188405
144600	600	2	0	0.0009031433202796439	0.0005413684738690681
144800	600	2	0	0.0009031433202796439	0.0005413684738690681
145000	600	1	0	0.00045157166013982193	0.0003961232735627327
145200	600	0	0	0.0	0.0
145400	600	0	0	0.0	0.0
145600	600	0	0	0.0	0.0
145800	600	0	0	0.0	0.0
146000	600	1	0	0.00045157166013982193	0.0008563899868247694
146200	600	2	0	0.0009031433202796439	0.0010013175230566536
146400	600	2	0	0.0009031433202796439	0.0010013175230566536
146600	600	1	0	0.00045157166013982193	0.00014492753623188405
146800	600	2	0	0.0009031433202796439	0.0008827404479578392
147000	600	3	0	0.0013547149804194658	0.0010276679841897233
147200	600	4	0	0.0018062866405592877	0.0011725955204216073
147400	600	3	0	0.0013547149804194658	0.0004347826086956522
147600	600	4	0	0.0018062866405592877	0.0012911725955204215
147800	600	6	0	0.0027094299608389316	0.001844532279314888
148000	600	6	0	0.0027094299608389316	0.0022002635046113306
148200	600	6	0	0.0027094299608389316	0.0014888010540184454
148400	558	4	42	0.0019422436995261156	0.0009900566967719878
148600	558	10	42	0.004855609248815289	0.0022667305450879164
148800	558	10	42	0.004855609248815289	0.002409741935945198
149000	600	9	0	0.004064144941258397	0.0021024376376005765
149200	600	4	0	0.0018062866405592877	0.0008432147562582345
149400	600	3	0	0.0013547149804194658	0.0005665349143610014
149600	600	4	0	0.0018062866405592877	0.0007114624505928853
149800	600	2	0	0.0009031433202796439	0.0002898550724637681
150000	600	4	0	0.0018062866405592877	0.0010276679841897233
150200	600	6	0	0.0027094299608389316	0.0019682439037277746
150400	600	7	0	0.0031610016209787533	0.002113550500647275
150600	600	4	0	0.0018062866405592877	0.0012285012285012285
150800	600	1	0	0.00045157166013982193	0.00014492753623188405
151000	600	0	0	0.0	0.0
151200	600	1	0	0.00045157166013982193	0.00014492753623188405
151400	600	1	0	0.00045157166013982193	0.00014492753623188405
151600	600	3	0	0.0013547149804194658	0.000922266139657444
151800	600	5	0	0.0022578583006991094	0.0015678524374176548
152000	600	6	0	0.0027094299608389316	0.0024242424242424242
152200	600	6	0	0.0027094299608389316	0.0029907773386034257
152400	600	4	0	0.0018062866405592877	0.0027009222661396573
152600	600	4	0	0.0018062866405592877	0.0019926496301721467
152800	425	2	175	0.001275025863924203	0.0009134803601722563
153000	225	1	375	0.0012041910937061917	0.00038813027063265234
153200	25	0	575	0.0	0.0
153400	600	0	600	0	0
153600	600	0	600	0	0
153800	600	0	600	0	0
154000	600	0	600	0	0
154200	600	0	600	0	0
154400	600	0	600	0	0
154600	15	0	585	0.0	0.0
154800	215	0	385	0.0	0.0
155000	415	0	185	0.0	0.0
155200	600	0	0	0.0	0.0
155400	600	0	0	0.0	0.0
155600	600	0	0	0.0	0.0
155800	600	2	0	0.0009031433202796439	0.0002898550724637681
156000	593	2	7	0.0009138043712778858	0.00029327663318425105
156200	490	3	8	0.0016588346699013864	0.000997274117412406
156400	290	1	8	0.000934286193392735	0.0010899495181275814
156600	97	1	1	0.0027932267637514755	0.0036365376333795875
